331,7511510.7020,4692314.3700,619.0550,3425
332,7511521.0980,4692310.2530,618.8900,3424
333,7511521.3420,4692312.8410,618.8730,3423
335,7511498.8080,4692313.1490,619.1290,3422
541,7511489.4480,4692314.7690,619.1840,3426
553,7511461.3862,4692318.8207,619.4510,1
3394,7511449.4020,4692320.5510,619.5540,3394
3395,7511461.7200,4692321.4100,619.3700,3395
3396,7511449.7740,4692323.1240,619.5450,3396
3397,7511443.8400,4692323.9700,619.5810,3397
3398,7511406.4490,4692326.7520,619.8140,3398
3399,7511413.2150,4692328.4020,619.7680,3399
3402,7511408.8910,4692345.6870,619.5660,3402
3403,7511415.5250,4692346.3150,619.4130,3403
3404,7511413.2700,4692346.6200,619.4940,3404
3406,7511409.0500,4692346.9210,619.5950,3406
3407,7511409.0700,4692347.1010,619.6010,3407
3408,7511409.0800,4692347.1610,619.6070,3408
